"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"11",158.817472309189,25222.9895106799,4005851.43816737,636199199.855869,101039548806.238,16046845744667.5,2548519479703561,404749421897248320,64281280104326365184,1.02089904229681e+22,1.6213660538045e+24,2.57501258353155e+26,4.08956989680834e+28,6.49495153842851e+30,1.03151178610389e+33,1.63822094526157e+35,2.60178109610412e+37,4.13208297185086e+39,6.56246972961195e+41,1.04223485456253e+44,1.65525105154157e+46,2.62882788042958e+48,4.17503799105748e+50,6.63068980534583e+52,1.05306939455133e+55
"12",137.514914333141,18910.3516640511,2600455.38909156,357601400.058081,49175525894.3983,6762368230655.35,929926487927725,127878761323499824,17585236908429271040,2.41823234699064e+21,3.32543014034049e+23,4.57296240869767e+25,6.28850533880735e+27,8.64763272949593e+29,1.1891784739811e+32,1.63529775976326e+34,2.24877831343023e+36,3.09240557125583e+38,4.25251887214574e+40,5.84784768403187e+42,8.04166273302899e+44,1.1058485618285e+47,1.52070670245273e+49,2.0911985191362e+51,2.87570985212606e+53
"13",180.102520797362,32436.9179975641,5841970.69825861,1052153649.1807,189495524483.587,34128621639312.2,6146650788579510,1107027301484261120,1.99378407588816e+20,3.59085537993097e+22,6.46722105744335e+24,1.16476281499933e+27,2.0977671911241e+29,3.77813159167451e+31,6.80451023564728e+33,1.22550944623153e+36,2.20717340527277e+38,3.97517494126522e+40,7.1593902753237e+42,1.28942423595792e+45,2.32228555273233e+47,4.18249482058387e+49,7.53277860409064e+51,1.35667241520516e+54,2.44340121874694e+56
"14",266.810989571697,71188.1041562283,18993768.5156563,5067746173.35801,1352130371411.83,360763242426338,96255597712865296,25682051277584785408,6.85225351560347e+21,1.8282565412943e+24,4.87798936973661e+26,1.30150117085965e+29,3.47254815325785e+31,9.26514009106096e+33,2.47204119621638e+36,6.59567757824494e+38,1.75979926154739e+41,4.69533782421001e+43,1.25276773125089e+46,3.34252198078541e+48,8.91821597358504e+50,2.37947802912634e+53,6.34870887615311e+55,1.69390529774903e+58,4.51952548733159e+60
"15",267.741256532448,71685.3804495739,19193133.8365755,5138793770.20016,1375867101094.5,368376386468699,98629556590011984,2.6407201412648e+19,7.07029728772779e+21,1.8930102798742e+24,5.06836950962358e+26,1.35701162107736e+29,3.63327996556387e+31,9.72778943314238e+33,2.60453056611261e+36,6.97340286448157e+38,1.86706764524326e+41,4.9989103736851e+43,1.33841454474354e+46,3.58348791970938e+48,9.59447558391837e+50,2.56883694860819e+53,6.87783632447336e+55,1.84148053973901e+58,4.93040313589772e+60
"16",239.737485625726,57474.0620141454,13778687.1159683,3303267804.40583,791917117776.667,189852218639750,45514693537159432,10911578187624101888,2.61591431890952e+21,6.27132721427704e+23,1.50347221788697e+26,3.60438649224356e+28,8.64106554873803e+30,2.07158732778154e+33,4.96637137216465e+35,1.19062538544634e+38,2.85437536229067e+40,6.84300772387587e+42,1.64052546583943e+45,3.93295450285318e+47,9.428766235944e+49,2.26042870995796e+52,5.41909495361525e+54,1.29916019854678e+57,3.11457399424625e+59
"17",196.67701352735,38681.8476500375,7607830.27352932,1496285337.62071,294284931588.004,57879081470829.3,11383484889388890,2238869811578725376,4.40334228217845e+20,8.66036209597564e+22,1.70329415310195e+25,3.34998807190689e+27,6.58865649334893e+29,1.29583728226945e+32,2.54861406694154e+34,5.01253803319856e+36,9.8585101056175e+38,1.93894232540205e+41,3.81345385961851e+43,7.50018716334116e+45,1.47511441218211e+48,2.9012109719913e+50,5.70601509584029e+52,1.12224200819184e+55,2.20719206626108e+57
"18",229.425775084122,52636.1862729503,12076097.8331439,2770568105.36072,635639734995.731,145832138875662,33457651493724028,7676047626442077184,1.76108317627911e+21,4.04037872705443e+23,9.26967021087862e+25,2.12670127290503e+28,4.87920087908625e+30,1.11941444347549e+33,2.56822526334727e+35,5.8921707163407e+37,1.35181583352443e+40,3.10141395377332e+42,7.11544300201156e+44,1.6324660258034e+47,3.74529783268441e+49,8.59267858184504e+51,1.97138194368854e+54,4.52285830417586e+56,1.0376602720312e+59
"19",387.397889942447,150077.12513186,58139561.6047112,22523143487.844,8725418262061.73,3380208623588008,1309485688343256576,5.0729199257401e+20,1.96523847507871e+23,7.61329238479204e+25,2.94937340538334e+28,1.14258103389787e+31,4.42633481620295e+33,1.71475276797581e+36,6.642916040868e+38,2.5734516572971e+41,9.96949741905788e+43,3.86216226392969e+46,1.49619351166171e+49,5.79622209363325e+51,2.24544420871131e+54,8.69880348438249e+56,3.36989811487378e+59,1.30549141902313e+62,5.05744621067532e+64
"20",313.408528638638,98224.9058234357,30784523.2097917,9648132124.02281,3023806893101.16,947686869254206,297013147303117440,9.3086453482601e+19,2.91740884221709e+22,9.14340812676611e+24,2.86562208775233e+27,8.98110402156838e+29,2.8147545969503e+32,8.82168096709033e+34,2.76479005201525e+37,8.66508782196843e+39,2.7157124248077e+42,8.51127435264649e+44,2.66750597170271e+47,8.36019121726125e+49,2.62015522853951e+52,8.211789949814e+54,2.57364500566076e+57,8.06602294462316e+59,2.52796038303984e+62
"21",258.921302251202,67040.2407594584,17358146.4406731,4494393881.08615,1163694316520.66,301305247855852,78014347149958528,20199576358344630272,5.23010061562519e+21,1.35418446230249e+24,3.50627204467704e+26,9.07848523854766e+28,2.35061322043308e+31,6.08623836123424e+33,1.57585676230199e+36,4.08022885056595e+38,1.05645816747146e+41,2.7353952449563e+43,7.08252098995831e+45,1.83381555794148e+48,4.74813912350723e+50,1.22939436512837e+53,3.18316389999329e+55,8.24188942265277e+57,2.13400074232367e+60
"22",237.400341321797,56358.9220597057,13379627.3335027,3176328095.73198,754061374076.784,179014427583412,42498086209828040,10089060171736326144,2.39514632838635e+21,5.68608555874568e+23,1.34987865243116e+26,3.20461652830166e+28,7.60777057624285e+30,1.80608733149798e+33,4.28765748954593e+35,1.01789135148916e+38,2.41647754272032e+40,5.73672593438262e+42,1.36190069489204e+45,3.23315689813762e+47,7.67552551164793e+49,1.82217237628938e+52,4.32584344078248e+54,1.02695670934642e+57,2.43799873321549e+59
"23",303.88094562704,92343.6291151843,28061469.3381549,8527345838.16272,2591297916989.7,787446061416209,239289853773446208,72715627043631071232,2.20968935078818e+22,6.71482489459514e+24,2.04050733868956e+27,6.200712996399e+29,1.88427852890761e+32,5.72596341189173e+34,1.74001117623149e+37,5.28756241634845e+39,1.60678946714197e+42,4.88272702698669e+44,1.48376770619942e+47,4.50888733650746e+49,1.37016494754367e+52,4.16367019924596e+54,1.26526003742599e+57,3.84488416637115e+59,1.1683870363033e+62
"24",194.068812797587,37662.704100665,7309156.27156287,1418479280.17425,275282589881.392,53423765402126.9,10367886726767580,2012083468283647488,3.90482649939459e+20,7.57805042918067e+22,1.47066325011134e+25,2.85409870974149e+27,5.53891548206656e+29,1.07493075179083e+32,2.08610534839665e+34,4.04847988334035e+36,7.85683684594777e+38,1.52476699903742e+41,2.95909721296133e+43,5.74268483072054e+45,1.11447602736865e+48,2.16285039522805e+50,4.197418084607e+52,8.14587944494803e+54,1.58086115307333e+57
"25",295.653191267921,87410.8095069057,25843284.782029,7640649618.65256,2258982443114.65,667875368325051,197459484014539360,58379526595015548938,1.72600933425268e+22,5.10300167830024e+24,1.50871873123502e+27,4.46057507615323e+29,1.31878325615485e+32,3.89902478272881e+34,1.15275911984648e+37,3.40816912545813e+39,1.00763607832249e+42,2.97910822192738e+44,8.80782852945331e+46,2.60406261287351e+49,7.69899421757533e+51,2.27623220997941e+54,6.72975316947246e+56,1.98967300099994e+59,5.88253172325252e+61
"26",281.964187142272,79503.8028308024,22417225.1399067,6320854664.55911,1782254647536.85,502531982973265,141696022092050928,39953203690478616576,1.12653726023154e+22,3.1764316286667e+24,8.9563996219001e+26,2.52538393911042e+29,7.12067829613419e+31,2.0077762676711e+34,5.66121003277427e+36,1.59625848513287e+39,4.50087726229446e+41,1.26908619868999e+44,3.578368584271e+46,1.00897178915942e+49,2.8449391037982e+51,8.02170941871723e+53,2.26183477574011e+56,6.37756403991685e+58,1.79824466046294e+61
"27",440.759662339307,194269.07994546,85625974.0797286,37740475422.8554,16634479203902.7,7331807437102363,3231564970314056192,1.42434348514316e+21,6.27793153566889e+23,2.7670589838507e+26,1.21960798339498e+29,5.37554002947495e+31,2.36932120828281e+34,1.04430121573609e+37,4.60285851228366e+39,2.02875436366975e+42,8.94193088300474e+44,3.94124243665459e+47,1.73714068557722e+50,7.65661542010889e+52,3.37472722722913e+55,1.48744363316077e+58,6.55605153500695e+60,2.88964306084876e+63,1.27363809978082e+66
"28",435.358569994739,189537.084467864,82516594.0549012,35924306388.5781,15639954657384.2,6808988294421350,2964351406970193920,1.29055578950044e+21,5.6185452301534e+23,2.44608181685035e+26,1.0649226818741e+29,4.6362321593567e+31,2.01842340306115e+34,8.78737926400617e+36,3.82566087037914e+39,1.66553424581309e+42,7.25104607534453e+44,3.15680505032796e+47,1.37434213246295e+50,5.98331625472589e+52,2.60488800848374e+55,1.13406031836992e+58,4.93722878493308e+60,2.14946486354533e+63,9.35787949247029e+65
"29",354.934522073075,125978.514959242,44714123.9985345,15870586231.3361,5633018939038.79,1999352884956315,709639360677394048,2.51875507326274e+20,8.93993128147643e+22,3.17309023675697e+25,1.12623926667808e+28,3.99741195858314e+30,1.4188195030489e+33,5.03588022222621e+35,1.78740773989311e+38,6.34412711908677e+40,2.2517497269839e+43,7.99223713175208e+45,2.83672086665311e+48,1.00685016506024e+51,3.57365882134854e+53,1.26841488580757e+56,4.50204231284485e+58,1.59793023666235e+61,5.67160604855868e+63
"30",275.893016152054,76116.9563614776,21000136.6708824,5793791045.73509,1598466486562.62,441005740195738,121670403802971328,33568014681640124416,9.26118081675413e+21,2.55509510866384e+24,7.04932896084628e+26,1.94486062885591e+29,5.36573464890437e+31,1.48036871615781e+34,4.08423390117922e+36,1.12681160966681e+39,3.10879453626127e+41,8.57694701206147e+43,2.36631978053399e+46,6.52851101431789e+48,1.80117059472207e+51,4.96930387982261e+53,1.37099623558037e+56,3.78248286567379e+58,1.04356060635421e+61
"31",444.849978318614,197891.503210071,88032030.9124379,39161047042.7415,17420790927897.8,7749638466568426,3447426503830057984,1.53358760548382e+21,6.8221641304917e+23,3.03483956553525e+26,1.35004831492883e+29,6.0056896362517e+31,2.67163090447489e+34,1.18847494993099e+37,5.28693055709018e+39,2.35189094369358e+42,1.04623863530983e+45,4.65419234233675e+47,2.07041736257916e+50,9.21025118853821e+52,4.09718004153021e+55,1.82263045264217e+58,8.10797117340714e+60,3.60683080069811e+63,1.60449860348946e+66
"32",446.738035767378,199574.872601295,89157686.5744271,39830129773.8231,17793633939517.5,7949093075303773,3551162226593271296,1.58643923779959e+21,7.08722748958882e+23,3.16613408773547e+26,1.41443252333108e+29,6.31880807198424e+31,2.82285190646929e+34,1.26107531595829e+37,5.63370309605931e+39,2.51678945523013e+42,1.12434557766956e+45,5.02287934891835e+47,2.24391125423231e+50,1.00244050615205e+53,4.47828302692025e+55,2.00061936305674e+58,8.93752764570149e+60,3.99273354505732e+63,1.78370594126143e+66
"33",442.444413932358,195757.059419948,86611617.4281808,38320826312.7451,16954835539346.2,7501572273525554,3319028748131243520,1.46848572929158e+21,6.49723307864444e+23,2.87466448166277e+26,1.27187924184145e+29,5.62735865749274e+31,2.48979340320156e+34,1.10159518309216e+37,4.87394635173922e+39,2.15645033713302e+42,9.54109405587054e+44,4.22140376782315e+47,1.86773651602636e+50,8.26369588213349e+52,3.6562260814858e+55,1.61767680582719e+58,7.15732066286179e+60,3.16671654600584e+63,1.40109604628746e+66
"34",448.614971655089,201255.392793096,90286182.3333086,40503733128.3034,18170581089279.1,8151594720323445,3656927434401674240,1.64055239732882e+21,7.35976367226358e+23,3.30170017122068e+26,1.48119212872577e+29,6.64484964844051e+31,2.98097903668746e+34,1.33731182604796e+37,5.99938106936521e+39,2.69141216838135e+42,1.20740779363056e+45,5.41661213115707e+47,2.42997329768564e+50,1.09012240206387e+53,4.89045230502459e+55,2.19393012219917e+58,9.84229899583626e+60,4.41540268503799e+63,1.98081575039412e+66
"35",366.831230644345,134565.151776044,49362700.2278494,18107780072.5099,6642499248235.93,2436676173784522,893848919511129088,3.27891699154385e+20,1.20280915518868e+23,4.41227962628149e+25,1.61856196525581e+28,5.93739077588918e+30,2.17802036513581e+33,7.98965890911213e+35,2.93085641005815e+38,1.0751296637435e+41,3.94391137653268e+43,1.44674986380571e+46,5.30713032974388e+48,1.94682115004988e+51,7.14154798317234e+53,2.61974283537275e+56,9.6100348827149e+58,3.52526092256139e+61,1.29317580256561e+64
"36",456.591241078841,208475.561429916,95188115.3278937,43462059713.5188,19844395784438.3,9060777299676386,4137071552398231552,1.88895063454148e+21,8.62478314561957e+23,3.93800044049431e+26,1.79805650849432e+29,8.20976852743309e+31,3.74850840091068e+34,1.71153610296627e+37,7.81472393404613e+39,3.56813449973464e+42,1.62917895957007e+45,7.43868843089634e+47,3.39643998266178e+50,1.55078474693334e+53,7.08074732248429e+55,3.23300720773878e+58,1.47616277339829e+61,6.74002992740309e+63,3.07743862946151e+66
"37",509.171039098566,259255.147056714,132005212.618518,67213231275.3982,34223030809666.8,17425376158460270,8872496885286597632,4.51761845848017e+21,2.30024048475521e+24,1.1712158377994e+27,5.96349185141018e+29,3.03643734263836e+32,1.54606595690886e+35,7.87212009794204e+37,4.00825557017785e+40,2.04088765364007e+43,1.03916088728735e+46,5.29110628770689e+48,2.69407808649267e+51,1.37174653871215e+54,6.98453610495927e+56,3.55632350618357e+59,1.81077693501414e+62,9.21995173576868e+64,4.69453240573997e+67
"38",413.041361131542,170603.166005397,70466163.9002194,29105440251.0649,12021750657632.6,4965480254812582,2050948723119583488,8.4712665220831e+20,3.49898345478927e+23,1.4452248887429e+26,5.96937655187549e+28,2.46559941609336e+31,1.01839453882834e+34,4.20639066486585e+36,1.7374133256672e+39,7.17623564881659e+41,2.9640821401879e+44,1.2242885216889e+47,5.05681797416107e+49,2.08867497904194e+52,8.62709156304875e+54,3.5633456418081e+57,1.47180913407456e+60,6.07918048063993e+62,2.51095298028782e+65
"39",336.326098400298,113115.244465167,38043608.8405654,12795058530.4144,4303312114337.73,1447316173613946,486770201823226432,1.63713522796731e+20,5.50611303775928e+22,1.85184951534059e+25,6.22825322318983e+27,2.09472410640451e+30,7.0451038593208e+32,2.36945229383025e+35,7.96908645329562e+37,2.68021175465158e+40,9.01425162328583e+42,3.03172807845827e+45,1.0196492760385e+48,3.42934662746718e+50,1.15337877127826e+53,3.87911382121745e+55,1.30464721674074e+58,4.38786908195219e+60,1.47575488862428e+63
"40",482.708498469803,233007.494494971,112474697.799879,54292492490.8242,26207447528428.8,12650557645173996,6106531685707622400,2.9476747408662e+21,1.42286764814089e+24,6.86830305955348e+26,3.31538825691261e+29,1.6003660873387e+32,7.72510311021258e+34,3.72897292285512e+37,1.80000692042595e+40,8.68878637794062e+42,4.19415102602059e+45,2.02455234412598e+48,9.77268622106572e+50,4.71735869178716e+53,2.27710913085605e+56,1.0991799294074e+59,5.30583493272391e+61,2.56117161350379e+64,1.2362993038779e+67
"41",486.520549760756,236702.245339508,115160506.532183,56027952948.7647,27258750470602.8,13261942264748934,6452207441541055488,3.13913151162899e+21,1.52725198880905e+24,7.43039477218588e+26,3.61503974950332e+29,1.75879112633534e+32,8.55688025699009e+34,4.16309808686778e+37,2.02543276993086e+40,9.85414664730214e+42,4.79424484426855e+45,2.3324986373212e+48,1.13480851934573e+51,5.52107664705272e+53,2.68611724559536e+56,1.3068512390489e+59,6.35809983277597e+61,3.09334622607594e+64,1.50497650651082e+67
"42",403.011349523256,162418.147844556,65456356.9499022,26379654749.2561,10631300260455.3,4284534665153015,1726716097482488064,6.95886184689948e+20,2.80450030406486e+23,1.13024545227956e+26,4.55501745015708e+28,1.83572372968979e+31,7.39817497654145e+33,2.98154848130515e+36,1.2015978771198e+39,4.84257582042332e+41,1.95161301655749e+44,7.86522195549987e+46,3.16977371458594e+49,1.27745478239863e+52,5.14828775809407e+54,2.07481839712355e+57,8.36175362240441e+59,3.36988161174618e+62,1.35810053608343e+65
"43",567.865987644728,322471.779923722,183120755.793938,103988048847.173,59051276061848.3,33533211202542976,19042370098431315968,1.08135143030421e+22,6.14062697960741e+24,3.48705320453262e+27,1.98017891196163e+30,1.12447625355435e+33,6.38551818307686e+35,3.62611858965631e+38,2.05914941423209e+41,1.16932091582097e+44,6.64017576736311e+46,3.77072997026824e+49,2.14126929870795e+52,1.21595400512412e+55,6.90498922050373e+57,3.92110852337755e+60,2.22666416428995e+63,1.26444684480764e+66,7.18036356350948e+68
"44",372.355303316058,138648.471907593,51626493.8114597,19223398762.3107,7157934476905.71,2665294863264692,992436677237654400,3.69539059974807e+20,1.3759982876405e+23,5.12360259756754e+25,1.9078005992882e+28,7.10379670814515e+30,2.645136377957e+33,9.84930558326516e+35,3.66744116790924e+38,1.36559116847064e+41,5.08485113741615e+43,1.89337128758959e+46,7.05006840080336e+48,2.62513035778009e+51,9.77481210615395e+53,3.63970312664443e+56,1.35526276170209e+59,5.04639276706539e+61,1.87905110943259e+64
"45",467.628617294402,218676.523712675,102259400.418505,47819422023.0599,22361730200461,10456984973952050,4889985424437538816,2.28669712261951e+21,1.06932501362165e+24,5.00046977558209e+26,2.3383627669779e+29,1.09348534745459e+32,5.11345041061879e+34,2.39119574512116e+37,1.11819155997126e+40,5.22898373059633e+42,2.44522243179369e+45,1.14345598475694e+48,5.34712741088896e+50,2.500469797651e+53,1.16929123406195e+56,5.46794042998856e+58,2.55696542272371e+61,1.19571020509788e+64,5.5914830989473e+66
"46",262.217914118578,68758.2344846977,18029640.8250535,4727694809.45267,1239686271523.91,325067948280435,85238639344901344,22351098211325743104,5.86085835123331e+21,1.53682205180484e+24,4.02982272795698e+26,1.05669170999252e+29,2.77083496060631e+31,7.26562563737016e+33,1.90517719939766e+36,4.99571591252329e+38,1.30996620611084e+41,3.43496606132212e+43,9.00709635667992e+45,2.36182201891365e+48,6.19312043318864e+50,1.62394712187587e+53,4.25828026937157e+55,1.11659736996691e+58,2.92791833263012e+60
"47",434.03797767774,188388.966066583,81767965.84834,35490402535.636,15404182543536.4,6686000238975292,2901978022477724160,1.25956867214148e+21,5.46700639202525e+23,2.37288839834592e+26,1.02992368167303e+29,4.47025991955777e+31,1.94026257517871e+34,8.42147644294372e+36,3.65524060435602e+39,1.58651323984025e+42,6.88606998179222e+44,2.98881588904449e+47,1.29725960413197e+50,5.63059935100465e+52,2.44389395542366e+55,1.06074279007094e+58,4.60402655438634e+60,1.99832237484046e+63,8.67347802323933e+65
"48",540.918399316711,292592.714719353,158268782.897723,85610496706.8406,46308292843372.8,25049007639926724,13549469117061230592,7.32915714639197e+21,3.96447595196698e+24,2.14445798606757e+27,1.15997678122561e+30,6.27452783745107e+32,3.39400755430218e+35,1.83588113354196e+38,9.93061884091266e+40,5.37165444765085e+43,2.90562672550579e+46,1.57170695737245e+49,8.50165211576843e+51,4.59870005400899e+54,2.48752147215222e+57,1.34554613298253e+60,7.27830660459698e+62,3.93696995829485e+65,2.12957948799883e+68
"49",417.313121899163,174150.241709226,72675181.047171,30328306687.3819,12656400345626.6,5281681940239086,2204115179359603712,9.19806186523891e+20,3.83847191240449e+23,1.60184469708777e+26,6.68470811339317e+28,2.78961641178477e+31,1.16414353370305e+34,4.85812372388342e+36,2.02735877778618e+39,8.46043420767623e+41,3.53065021182784e+44,1.47338666223182e+47,6.14863587780549e+49,2.56590643358821e+52,1.07078642430184e+55,4.46853225612645e+57,1.86477714611124e+60,7.78195972489895e+62,3.24751390729113e+65
"50",385.00629475689,148229.847002429,57069424.1667861,21972087542.3636,8459392012759.45,3256919174728548,1253934383784906752,4.82772630969291e+20,1.85870501859522e+23,7.15613132255384e+25,2.75515560529018e+28,1.06075225107145e+31,4.08396293840049e+33,1.57235143883803e+36,6.05365201522696e+38,2.33069413213012e+41,8.97331912023042e+43,3.45478434615107e+46,1.33011372029573e+49,5.12102155056361e+51,1.97162553255268e+54,7.59088240936188e+56,2.92253751036367e+59,1.12519533815314e+62,4.33207288020068e+64
"51",518.1471121385,268476.429817467,139110286.787175,72079593367.5334,37347833147504.8,19351671890010148,10027012904860545024,5.19546778002896e+21,2.69201662643063e+24,1.39486064081386e+27,7.22743012873358e+29,3.74487204938609e+32,1.94039463771759e+35,1.0054098779424e+38,5.20950224771376e+40,2.69928854533191e+43,1.39862856459226e+46,7.24695351697895e+48,3.75498803662459e+51,1.94563620729165e+54,1.00812578208027e+57,5.22357462657259e+59,2.70658010779853e+62,1.40240666662732e+65,7.26652964356724e+67
"52",398.185127850781,158551.396041543,63132807.9037216,25138545186.7222,10009794829157.6,3985751433808218,1587066944252359680,6.31946454104874e+20,2.51631679622597e+23,1.00195992521831e+26,3.98965540924411e+28,1.58862144921043e+31,6.32565434860347e+33,2.51878148553852e+36,1.00294132784734e+39,3.99356320855724e+41,1.59017747677954e+44,6.33185021896894e+46,2.52124858897215e+49,1.00392369174348e+52,3.99747483549304e+54,1.59173502845108e+57,6.33805215808359e+59,2.52371810889143e+62,1.00490701784827e+65
"53",487.130009276419,237295.645937644,115593830.206858,56309223580.9635,27429912605342.7,13361933581891942,6508998829697910784,3.17072866029094e+21,1.54455708170053e+24,7.52400105536738e+26,3.6651667038969e+29,1.78541269046892e+32,8.69728100470359e+34,4.23670657650088e+37,2.06382691391234e+40,1.00535202371904e+43,4.89737140640322e+45,2.38565657863127e+48,1.162124911279e+51,5.66105918811695e+53,2.75767181482177e+56,1.34334469673544e+59,6.54383514582165e+61,3.18769847528745e+64,1.5528235878372e+67
"54",329.489703157313,108563.464486694,35770543.6874502,11786025821.3537,3883374149282.24,1279531795695785,421592551544147264,1.38910404661615e+20,4.57695479974177e+22,1.50805947833135e+25,4.96890069858969e+27,1.63720161619648e+30,5.39441074529251e+32,1.77740279517504e+35,5.85635919373203e+37,1.92961005232536e+40,6.35786643350051e+42,2.09485152388792e+45,6.90232006764476e+47,2.27424339018503e+50,7.49339779539546e+52,2.46899741524451e+55,8.13509225445086e+57,2.68042913207637e+60,8.83173799062055e+62
"55",358.15158913529,128272.560800134,45941021.493021,16453849854.224,5892972472683.78,2110577455822217,755906669795844608,2.70729175025347e+20,9.6962084260614e+22,3.47271245638088e+25,1.24375748486273e+28,4.45453719702498e+30,1.59539957597676e+33,5.71394893441844e+35,2.04645989109986e+38,7.32942862099048e+40,2.62504650806142e+43,9.40164578416242e+45,3.36721437808487e+48,1.20597318047029e+51,4.31921211039976e+53,1.54693268115206e+56,5.54036398039927e+58,1.98429016396792e+61,7.10676675530635e+63
